아파트명,소재지도로명주소,소재지지번주소,위도,경도,층수,관리사무소전화번호,팩스번호,세대수,사업승인일,사용검사일,데이터기준일자
광교센트럴타운62단지,"경기도 수원시 영통구 센트럴파크로 34(하동, 광교센트럴타운62단지)",경기도 수원시 영통구 하동 1013,37.28975474,127.0624657,23~27,031-212-5508,031-212-5509,637,2007-12-27,2013-11-04,2022-07-05
광교마을40단지,"경기도 수원시 영통구 광교마을로 156(하동, 광교마을40단지) ",경기도 수원시 영통구 하동 1001,37.29533196,127.0813418,23~29,031-215-7033,031-215-7035,1702,2007-12-27,2013-12-12,2022-07-05
광교호반마을22단지,"경기도 수원시 영통구 광교호수로152번길 24(하동, 광교호반마을22단지) ",경기도 수원시 영통구 하동 1028,37.28043923,127.06978,25~26,031-213-2248,031-213-2249,258,2007-12-27,2014-01-24,2022-07-05
광교호반마을21단지,"경기도 수원시 영통구 광교호수로152번길 80(하동, 광교호반마을21단지) ",경기도 수원시 영통구 하동 1032,37.27831028,127.0681819,,031-216-9744,031-216-9745,394,2007-12-27,2014-01-24,2022-07-05
광교에듀타운50단지,"경기도 수원시 영통구 에듀타운로 7(이의동, 광교에듀타운50단지)",경기도 수원시 영통구 이의동 1370,37.28384007,127.0523832,1_20~29,031-212-5104,031-212-5105,224,2010-11-12,2014-06-26,2022-07-05
호매실마을13단지,"경기도 수원시 권선구 호매실로218번길 111(호매실동, 호매실마을13단지)",경기도 수원시 권선구 호매실동 1371,37.26552551,126.9582106,18~25,031-227-9005,031-227-9050,1428,2006-12-20,2015-04-14,2022-07-05
호매실능실마을22단지,"경기도 수원시 권선구 호매실로166번길 10(호매실동, 호매실능실마을22단지)",경기도 수원시 권선구 호매실동 1415,37.2584856,126.9580288,,031-292-2116,031-292-2117,712,2010-12-29,2016-01-29,2022-07-05
호매실벨섬시티14단지,"경기도 수원시 권선구 호매실로218번길 22(호매실동, 호매실마을 14단지 벨섬시티) ",경기도 수원시 권선구 호매실동 1380,37.26320212,126.9580836,25,031-292-3469,031-292-3470,1300,2015-07-31,2017-12-07,2022-07-05
권선 꿈에그린,"경기도 수원시 권선구 서수원로 99(오목천동, 수원권선 꿈에그린 아파트) ",경기도 수원시 권선구 오목천동 1180,37.23649593,126.9738967,20,031-298-6623,031-298-6624,2400,2011-04-26,2018-02-26,2022-07-05
호매실 힐스테이트,"경기도 수원시 권선구 호매실로166번길 33(호매실동, 힐스테이트 호매실) ",경기도 수원시 권선구 호매실동 1393,37.25946354,126.9578915,25,031-292-1393,031-292-1402,800,2016-08-31,2018-11-30,2022-07-05
수원광교 행복주택,"경기도 수원시 영통구 창룡대로 250(이의동, 수원광교 행복주택) ",경기도 수원시 영통구 이의동 1284,37.29489282,127.0369112,,,,204,2016-12-16,2018-06-18,2022-07-05
수원광교 공공실버주택,"경기도 수원시 영통구 월드컵로150번길 55(원천동, 수원광교 공공실버주택) ",경기도 수원시 영통구 원천동 565,37.27965427,127.0499454,,,,152,2017-01-16,2019-02-18,2022-07-05
수원영통 행복주택,"경기도 수원시 영통구 동탄지성로470번길 34(망포동, 수원영통 경기행복주택) ",경기도 수원시 영통구 망포동 769,37.23390049,127.0479324,,031-273-9850,,100,2017-07-13,2019-06-07,2022-07-05
매산,"경기도 수원시 팔달구 갓매산로71번길 8  (매산로1가, 매산아파트)",경기도 수원시 팔달구 매산로1가 24,37.26971792,127.0024496,5,,,30,,1978-09-14,2022-07-05
수정연립,"경기도 수원시 장안구 수성로261번길 46-8  (정자동, 수정연립)",경기도 수원시 장안구 정자동 45-6,37.29177828,127.0001894,2,,,24,,1978-09-16,2022-07-05
태광연립,"경기도 수원시 영통구 매여울로53번길 76-7  (매탄동, 태광빌라)",경기도 수원시 영통구 매탄동 172-8,37.27318114,127.0404108,2,,,41,,1978-10-10,2022-07-05
현대연립,"경기도 수원시 권선구 정조로485번길 18-5  (세류동, 현대연립)",경기도 수원시 권선구 세류동 563-4,37.25245571,127.0100044,3,,,47,,1978-12-20,2022-07-05
동양연립,"경기도 수원시 장안구 팔달로247번길 42  (영화동, 동양연립)",경기도 수원시 장안구 영화동 339-1,37.29011983,127.0113306,3,,,24,,1978-12-20,2022-07-05
금성연립,"경기도 수원시 팔달구 세지로 236  (인계동, 금성빌라)",경기도 수원시 팔달구 인계동 819-2,37.27219477,127.0242231,2,,,44,,1978-12-30,2022-07-05
롯데송림빌라,"경기도 수원시 팔달구 중부대로 173  (우만동, 롯데송림빌라)",경기도 수원시 팔달구 우만동 147,37.27843847,127.035528,2,,,20,,1978-12-30,2022-07-05
서호연립," 경기도 수원시 권선구 세화로169번길 45  (서둔동, 서호연립)   ",경기도 수원시 권선구 서둔동 39-32,37.26650257,126.9906654,2,,,30,,1979-02-02,2022-07-05
인계,"경기도 수원시 팔달구 세지로155번길 15  (인계동, 인계빌라)",경기도 수원시 팔달구 인계동 550-179,37.26558021,127.0199928,2,,,20,,1979-02-02,2022-07-05
한양연립,"경기도 수원시 장안구 장안로269번길 28  (정자동, 한양연립)",경기도 수원시 장안구 정자동 530-6,37.30504309,126.9897932,3,,,48,,1979-02-03,2022-07-05
해창,"경기도 수원시 팔달구 갓매산로86번길 40  (고등동, 해창아파트)",경기도 수원시 팔달구 고등동 94-1,37.2715392,127.0023005,5,031-256-1288,031-256-1288,190,1978-06-20,1979-05-02,2022-07-05
영림,"경기도 수원시 팔달구 동말로48번길 66  (고등동, 영림아파트)",경기도 수원시 팔달구 고등동 198-29,37.275462,126.999149,5,,,176,,1979-06-13,2022-07-05
새마을연립,"경기도 수원시 권선구 벌터로 34-3  (서둔동, 새마을연립)",경기도 수원시 권선구 서둥동 17-44,37.26434053,126.9933748,3,,,36,1979-06-16,1979-10-24,2022-07-05
공우,"경기도 수원시 권선구 수원천로 2  (세류동, 공우맨션)",경기도 수원시 권선구 세류동 456-8,37.25542829,127.0095507,5,,,40,,1979-10-25,2022-07-05
여울,"경기도 수원시 팔달구 팔달문로53번길 5  (지동, 여울아파트)",경기도 수원시 팔달구 지동 312-6,37.27904222,127.0224346,5,031-253-8968,,62,,1979-12-01,2022-07-05
삼덕연립,"경기도 수원시 권선구 세권로102번길 34  (세류동, 삼덕연립)",경기도 수원시 권선구 세류동 1015-1,37.25637473,127.0149695,3,,,38,,1980-03-11,2022-07-05
삼덕연립,"경기도 수원시 권선구 정조로482번길 37  (세류동, 삼덕연립)",경기도 수원시 권선구 세류동 979-2,37.2519134,127.0134088,3,,,34,,1980-06-18,2022-07-05
삼전연립,"경기도 수원시 장안구 서부로2126번길 18  (율전동, 삼전연립)",경기도 수원시 장안구 율전동 290-14,37.29791043,126.9724928,3,,,32,,1980-07-11,2022-07-05
세류연립," 경기도 수원시 권선구 수원천로 37  (세류동, 세류연립) ",경기도 수원시 권선구 세류동 360-3,37.25872449,127.0094793,3,,,34,,1980-11-12,2022-07-05
공우아파트," 경기도 수원시 장안구 정조로921번길 22  (영화동, 공우아파트)",경기도 수원시 장안구 영화동 334-5,37.28977432,127.0118324,4,,,44,1979-12-17,1980-11-17,2022-07-05
우등연립,경기도 수원시 팔달구 수원천로 127  (매교동),경기도 수원시 팔달구 매교동 113-17,37.266179,127.013987,3,,,43,,1980-12-29,2022-07-05
현대연립,"경기도 수원시 장안구 경수대로853번길 33  (조원동, 현대연립)",경기도 수원시 장안구 조원동 781-16,37.29610562,127.0129414,5,,,24,,1981-01-14,2022-07-05
심우연립2차,"경기도 수원시 권선구 수원천로 75  (세류동, 심우연립)",경기도 수원시 권선구 세류동 342,37.26196567,127.0111158,3,,,54,,1981-05-20,2022-07-05
심우연립1차,"경기도 수원시 권선구 권선로544번길 27  (세류동, 심우연립)",경기도 수원시 권선구 세류동 343-2,37.26167432,127.0105883,3,,,24,,1981-06-10,2022-07-05
정자연립,"경기도 수원시 장안구 수성로245번길 40-8  (정자동, 정자연립)",경기도 수원시 장안구 정자동 44-13,37.29118224,126.9988236,3,,,36,,1981-12-21,2022-07-05
교동연립,"경기도 수원시 팔달구 효원로89번길 7  (교동, 교동맨션)",경기도 수원시 팔달구 교동 155-41,37.26819436,127.0123947,3,,,46,1981-01-27,1982-01-16,2022-07-05
양지,"경기도 수원시 권선구 정조로513번길 24  (세류동, 양지아파트)",수언시 권선구 세류동 456-1,37.25553756,127.0099271,5,,,39,,1982-04-21,2022-07-05
송학아파트,"경기도 수원시 장안구 송정로 82  (정자동, 송학 아파트)",경기도 수원시 장안구 정자동 36-23,37.29544887,127.0059041,6,,,152,1982-01-18,1982-10-21,2022-07-05
경일,"경기도 수원시 권선구 세권로 76  (세류동, 경일아파트)",경기도 수원시 권선구 세류동 526,37.2584604,127.012415,5,,,42,1982-06-21,1983-01-13,2022-07-05
남창,"경기도 수원시 장안구 창훈로20번길 11-11  (연무동, 남창아파트)",경기도 수원시 장안구 연무동 226-1,37.29494036,127.031079,5,,,140,,1983-06-02,2022-07-05
삼화연립,"경기도 수원시 권선구 권선로564번길 10  (세류동, 삼화주택)",경기도 수원시 권선구 세류동 485-1,37.26224268,127.0126906,3,,,36,,1983-11-14,2022-07-05
태영1,"경기도 수원시 장안구 창훈로30번길 25  (연무동, 태영아파트)",경기도 수원시 장안구 연무동 223-1,37.29573795,127.0321167,5,,,86,,1983-11-21,2022-07-05
장미1,"경기도 수원시 권선구 정조로536번길 7  (세류동, 장미아파트)",경기도 수원시 권선구 세류동 531,37.25708997,127.0118718,5,,,80,,1983-12-24,2022-07-05
장미3,"경기도 수원시 권선구 정조로544번길 21  (세류동, 장미아파트)",경기도 수원시 권선구 세류동 530-3,37.25704377,127.0125024,5,,,30,,1983-12-24,2022-07-05
아주,"경기도 수원시 영통구 동수원로537번길 50  (원천동, 아주아파트)",경기도 수원시 영통구 원천동 71-1,37.27504538,127.0461139,6,031-212-0510,031-211-4137,228,,1983-12-24,2022-07-05
궁전,"경기도 수원시 권선구 서호서로21번길 39  (서둔동, 궁전연립)",경기도 수원시 권선구 서둔동 150-12,37.27030384,126.9823252,3,,,66,,1984-02-24,2022-07-05
천록,"경기도 수원시 장안구 화산로203번길 24  (율전동, 천록아파트)",경기도 수원시 장안구 율전동 276-3,37.29829174,126.9736544,5,031-293-0575,031-293-0575,230,1981-03-12,1984-06-05,2022-07-05
수정아파트,"경기도 수원시 장안구 장안로54번길 28-4  (영화동, 수정아파트)",경기도 수원시 장안구 영화동 405-3,37.28984426,127.0054926,5,,,60,,1984-12-21,2022-07-05
금성,"경기도 수원시 팔달구 아주로47번길 8  (우만동, 금성아파트)",경기도 수원시 팔달구 우만동 58-1,37.27961407,127.0431074,5,,,65,,1985-03-27,2022-07-05
경원아파트,"경기도 수원시 장안구 장안로103번길 4  (정자동, 경원아파트)",경기도 수원시 장안구 정자동 41-12,37.2933496,127.0008568,5,,,48,,1985-03-28,2022-07-05
삼청,"경기도 수원시 장안구 수일로92번길 26  (파장동, 삼청아파트)",경기도 수원시 장안구 파장동 422-2,37.30899619,126.9999208,5,,,40,,1985-06-04,2022-07-05
힐타운빌라,"경기도 수원시 장안구 화산로 243  (율전동, 힐타운)",경기도 수원시 장안구 율전동 303,37.29964752,126.9698114,3,,,30,,1985-06-14,2022-07-05
보은아파트,경기도 수원시 장안구 수성로 275번길 92,경기도 수원시 장안구 정자동 31-3,37.29418522,127.0001136,9,031-255-3366,,81,1984-08-27,1985-06-28,2022-07-05
태영2,"경기도 수원시 장안구 창훈로30번길 28  (연무동, 태영아파트)",경기도 수원시 장안구 연무동 224-1,37.29485074,127.0319779,5,,,65,,1985-09-01,2022-07-05
칠성,"경기도 수원시 팔달구 화양로38번길 136-4  (화서동, 칠성아파트)",경기도 수원시 팔달구 화서동 84-1,37.2813587,127.003642,5,,,39,1980-06-02,1985-09-19,2022-07-05
삼화,"경기도 수원시 팔달구 신풍로 48-11  (신풍동, 삼화아파트)",경기도 수원시 팔달구 신풍동 23,37.28530474,127.0148231,5,,,21,,1985-09-23,2022-07-05
신흥연립,"경기도 수원시 장안구 장안로41번길 31  (영화동, 신흥빌라)",경기도 수원시 장안구 영화동 423-2,37.2876421,127.0036114,2,,,25,,1985-10-11,2022-07-05
수정,"경기도 수원시 장안구 수성로275번길 28  (정자동, 수성아파트)",경기도 수원시 장안구 정자동 72-6,37.29172637,127.0017347,3,,,35,,1985-10-15,2022-07-05
율전아파트,"경기도 수원시 장안구 서부로2106번길 26-130  (율전동, 율전아파트)",경기도 수원시 장안구 율전동 439-8,37.29720407,126.97354,5,,,40,,1985-10-23,2022-07-05
장안연립,"경기도 수원시 팔달구 덕영대로757번길 29  (화서동, 장안연립)",경기도 수원시 팔달구 화서동 220-37,37.28052039,126.994377,3,,,24,1983-05-04,1985-10-31,2022-07-05
화서맨션,"경기도 수원시 팔달구 화양로 41  (화서동, 화서맨션)  ",경기도 수원시 팔달구 화서동 212-1,37.28177363,126.9963559,5,,,115,1979-03-14,1985-11-01,2022-07-05
목단연립,"경기도 수원시 장안구 수성로261번길 70  (정자동, 목단연립)",경기도 수원시 장안구 정자동 42-6,37.29277681,126.9991637,2,,,44,,1985-11-16,2022-07-05
경일,"경기도 수원시 팔달구 동말로47번길 76  (화서동, 경일아파트)",경기도 수원시 팔달구 화서동 208,37.28145911,126.9975552,4,,,32,1983-05-31,1985-11-18,2022-07-05
경원,"경기도 수원시 장안구 영화로 23  (영화동, 경원아파트)",경기도 수원시 장안구 영화동 430-1,37.2890431,127.0090833,5,,,90,,1985-12-03,2022-07-05
심우연립,"경기도 수원시 장안구 창훈로66번길 11-8  (연무동, 심우연립)",경기도 수원시 장안구 연무동 11-5,37.29834233,127.0285114,4,,,33,,1985-12-03,2022-07-05
웅비,"경기도 수원시 권선구 입북로 65  (입북동, 웅비아파트)",경기도 수원시 권선구 입북동 150-1,37.29727414,126.9581294,5,031-291-3045,,183,,1985-12-19,2022-07-05
청수연립,"경기도 수원시 장안구 파장천로58번길 23  (파장동, 청수연립)",경기도 수원시 장안구 파장동 386-1,37.31005823,126.9983036,2,,,26,,1985-12-27,2022-07-05
화성,경기도 수원시 팔달구 화양로11번길 17  (화서동)  ,경기도 수원시 팔달구 화서동 184-1,37.27914578,126.9975675,2,,,28,,1985-12-31,2022-07-05
효성,"경기도 수원시 장안구 송정로90번길 2  (정자동, 효성아파트)",경기도 수원시 장안구 정자동 11-1,37.29550883,127.0068896,6,,,64,,1986-01-06,2022-07-05
성신아파트,"경기도 수원시 장안구 정조로978번길 23  (조원동, 성신아파트)",경기도 수원시 장안구 조원동 668-4,37.29496744,127.011086,5,,,66,,1986-01-20,2022-07-05
장안,"경기도 수원시 장안구 파장천로58번길 77-3  (파장동, 장안아파트)",경기도 수원시 장안구 파장동 422-1,37.30880562,127.0007258,5,,,60,,1986-01-21,2022-07-05
석산,"경기도 수원시 팔달구 고등로8번길 19  (고등동, 석산아파트)",경기도 수원시 팔달구 고등동 226-34,37.271964,126.998055,5,,,40,,1986-02-20,2022-07-05
궁전,"경기도 수원시 장안구 수일로 26  (파장동, 궁전아파트)",경기도 수원시 장안구 파장동 산148-1,37.31208863,126.9952363,5,,,130,,1986-05-13,2022-07-05
삼경노송,"경기도 수원시 권선구 금호로246번길 31  (탑동, 삼경노송빌라)",경기도 수원시 권선구 탑동 3-1,37.27457221,126.9778038,3,,,90,1985-08-07,1986-05-27,2022-07-05
보은아주,"경기도 수원시 팔달구 월드컵로369번길 13  (우만동, 보은맨션)",경기도 수원시 팔달구 우만동 479-1,37.28973384,127.0298805,10,031-245-0540,,107,1985-08-14,1986-05-27,2022-07-05
홍명,"경기도 수원시 팔달구 세지로267번길 45  (인계동, 화성상가아파트)",경기도 수원시 팔달구 인계동 760-1,37.27379149,127.0215385,5,,,22,,1986-05-29,2022-07-05
장미5차,"경기도 수원시 장안구 덕영대로417번길 59  (율전동, 장미아파트)",경기도 수원시 장안구 율전동 163-2,37.3032003,126.9680989,5,,,96,,1986-06-02,2022-07-05
무궁화,"경기도 수원시 팔달구 경수대로553번길 40  (인계동, 무궁화아파트)",경기도 수원시 팔달구 인계동 245-3,37.27524821,127.0275781,5,,,45,,1986-06-10,2022-07-05
삼원,"경기도 수원시 장안구 광교산로 36  (영화동, 삼원아파트)",경기도 수원시 장안구 영화동 31,37.29433651,127.0221428,6,,,60,,1986-06-13,2022-07-05
연안,"경기도 수원시 권선구 서둔로 12  (고색동, 연안아파트)",경기도 수원시 권선구 고색동 7-114,37.2530553,126.9844395,5,031-291-5289,031-291-5289,190,,1986-09-29,2022-07-05
장안아파트,"경기도 수원시 장안구 상률로46번길 17-7  (율전동, 장안아파트)",경기도 수원시 장안구 율전동 109,37.30507746,126.9709922,5,,,155,,1986-10-02,2022-07-05
삼원빌라,"경기도 수원시 권선구 금호로246번길 26  (탑동, 삼원빌라)",경기도 수원시 권선구 탑동 14-1,37.27433881,126.9767336,3,,,60,1985-10-18,1986-11-17,2022-07-05
황금,"경기도 수원시 장안구 장안로151번길 12-7  (정자동, 황금연립) ",경기도 수원시 장안구 정자동 23-5,37.2966807,126.997104,3,,,30,,1987-02-06,2022-07-05
대우연립 1단지,"경기도 수원시 장안구 경수대로1044번길 15  (파장동, 대우연립)",경기도 수원시 장안구 파장동 430-2,37.308714,126.998399,2,,,24,,1987-02-10,2022-07-05
대우연립 2단지,"경기도 수원시 장안구 경수대로1044번길 18  (파장동, 대우연립)",경기도 수원시 장안구 파장동 430-5,37.308605,126.998971,2,,,36,,1987-02-16,2022-07-05
동산연립,"경기도 수원시 장안구 송정로104번길 12  (정자동, 동산연립)",경기도 수원시 장안구 정자동 8-15,37.29473994,127.0087109,3,,,27,,1987-02-17,2022-07-05
동일빌라,"경기도 수원시 장안구 파장천로66번길 5  (파장동, 동일빌라)",경기도 수원시 장안구 파장동 377,37.31062299,126.9979079,4,,,24,,1987-02-24,2022-07-05
한일연립,"경기도 수원시 장안구 조원로89번길 43-13  (조원동, 한일맨션)",경기도 수원시 장안구 조원동 769,37.29936185,127.0146812,3,,,30,,1987-03-09,2022-07-05
청도,"경기도 수원시 장안구 율전로64번길 69  (율전동, 청도아파트)",경기도 수원시 장안구 율전동 408-9,37.29645965,126.9691311,5,,,85,,1987-04-21,2022-07-05
장미6차,"경기도 수원시 장안구 덕영대로417번길 77  (율전동, 장미아파트6차)",경기도 수원시 장안구 율전동 142-5,37.3043325,126.9682553,5,,,155,1986-08-05,1987-06-02,2022-07-05
반석,"경기도 수원시 장안구 덕영대로417번길 15  (율전동, 반석아파트)",경기도 수원시 장안구 율전동 161-9,37.30171021,126.96824,10,,,70,,1987-06-26,2022-07-05
공작,"경기도 수원시 권선구 매곡로 110  (금곡동, 공작아파트)",경기도 수원시 권선구 금곡동 243-1,37.27081053,126.9576106,5,,,80,1986-08-14,1987-08-25,2022-07-05
명진,"경기도 수원시 팔달구 효원로89번길 25-25  (교동, 명진아파트)",경기도 수원시 팔달구 교동 155-40,37.26863622,127.0124813,5,,,40,,1987-09-30,2022-07-05
경성1단지,"경기도 수원시 장안구 수원천로472번길 8  (연무동, 경성아파트)",경기도 수원시 장안구 연무동 252,37.29340429,127.0235493,5,,,65,,1987-10-22,2022-07-05
경성2단지,"경기도 수원시 장안구 수원천로472번길 20  (연무동, 경성아파트)",경기도 수원시 장안구 연무동 257,37.29312526,127.0243664,5,,,60,,1987-10-22,2022-07-05
지동동오,"경기도 수원시 팔달구 팔달문로42번길 22  (지동, 동오아파트)",경기도 수원시 팔달구 지동 354-35,37.27764488,127.0224944,5,,,60,,1987-11-19,2022-07-05
대성,"경기도 수원시 장안구 수성로275번길 45  (정자동, 대성아파트)",경기도 수원시 장안구 정자동 45-8,37.29212608,127.0007997,5,,,40,,1987-11-21,2022-07-05
궁전,"경기도 수원시 권선구 경수대로211번길 18  (세류동, 궁전아파트)",경기도 수원시 권선구 세류동 1152-6,37.24651524,127.0162676,4,,,96,1987-07-28,1988-04-20,2022-07-05
문영,"경기도 수원시 권선구 장다리로 146  (권선동, 문영아파트)",경기도 수원시 권선구 권선동 944-13,37.26291318,127.0236078,5,,,34,1987-09-25,1988-05-28,2022-07-05
장미2,"경기도 수원시 권선구 정조로544번길 34  (세류동, 장미아파트)",경기도 수원시 권선구 세류동 532,37.25675929,127.0117793,5,,,60,,1988-12-24,2022-07-05
청와아파트,"경기도 수원시 영통구 영통로173번길 23-26  (망포동, 청와아파트)",경기도 수원시 영통구 망포동 291-40,37.24220853,127.0515014,5,031-203-4343,031-203-4340,250,,1988-12-31,2022-07-05
은하아파트,"경기도 수원시 장안구 경수대로994번길 11  (송죽동, 은하아파트)",경기도 수원시 장안구 송죽동 190-2,37.30618015,127.0029706,5,,,50,,1989-01-24,2022-07-05
전원,"경기도 수원시 권선구 세권로166번길 21  (권선동, 전원아파트)",경기도 수원시 권선구 권선동 1059-6,37.25503787,127.0222703,5,,,50,1988-11-05,1989-05-19,2022-07-05
장안아파트,"경기도 수원시 장안구 금당로 86-9  (조원동, 장안아파트)",경기도 수원시 장안구 조원동 459-11,37.3007401,127.0195195,5,,,90,,1989-06-17,2022-07-05
금성3차,"경기도 수원시 권선구 세권로207번길 16  (권선동, 금성아파트)",경기도 수원시 권선구 권선동 1044-1,37.25563357,127.0277194,5,,,138,1989-02-25,1989-07-13,2022-07-05
성신,"경기도 수원시 영통구 권광로276번길 79  (매탄동, 성신아파트)",경기도 수원시 영통구 매탄동 172-188,37.27335464,127.0397189,5,,,85,,1989-08-31,2022-07-05
삼익세라믹,"경기도 수원시 팔달구 경수대로680번길 50  (우만동, 삼익아파트) ",경기도 수원시 팔달구 우만동 494,37.28683454,127.0299737,5,,,110,,1989-10-26,2022-07-05
삼우,"경기도 수원시 장안구 정조로1088번길 18-22  (송죽동, 삼우아파트)",경기도 수원시 장안구 송죽동 458-3,37.30209193,127.0042187,7,,,59,,1989-11-08,2022-07-05
화남1차,"경기도 수원시 장안구 파장로110번길 17  (파장동, 화남아파트)  ",경기도 수원시 장안구 파장동 569-3,37.3094872,126.9900947,6,031-246-1392,,120,,1989-11-27,2022-07-05
전원,"경기도 수원시 권선구 세지로 21-1  (세류동, 전원아파트)",경기도 수원시 권선구 세류동 1010-1,37.25436541,127.0149032,5,,,98,,1989-12-20,2022-07-05
우만신미주,"경기도 수원시 팔달구 월드컵로321번길 17  (우만동, 신미주아파트)",경기도 수원시 팔달구 우만동 517-1,37.28597214,127.0330979,6,031-243-8365,,144,,1989-12-28,2022-07-05
대명,"경기도 수원시 장안구 창훈로40번길 6  (연무동, 대명아파트)",경기도 수원시 장안구 연무동 221-2,37.29560283,127.0306217,6,,,178,,1989-12-29,2022-07-05
신원연립,"경기도 수원시 권선구 정조로475번길 16  (세류동, 신원연립) ",경기도 수원시 권선구 세류동 579-7,37.25151598,127.0104401,3,,,42,,1990-02-07,2022-07-05
화서수정,"경기도 수원시 팔달구 동말로68번길 15  (화서동, 수정아파트)",경기도 수원시 팔달구 화서동 97-2,37.27823105,127.002086,5,,,77,1989-05-29,1990-06-04,2022-07-05
노송,"경기도 수원시 장안구 파장로110번길 12-5  (파장동, 노송아파트)",경기도 수원시 장안구 파장동 560,37.30902674,126.990815,5,,,140,,1990-07-04,2022-07-05
수양,"경기도 수원시 영통구 월드컵로179번길 14-7  (원천동, 수양아파트)",경기도 수원시 영통구 원천동 30-5,37.2780637,127.0451551,5,,,30,,1990-10-30,2022-07-05
삼호빌라,"경기도 수원시 장안구 경수대로1007번길 13  (송죽동, 삼호빌라)",경기도 수원시 장안구 송죽동 445-13,37.30549116,127.0009856,3,,,48,,1990-12-05,2022-07-05
유천프라자 가동,"경기도 수원시 장안구 창훈로66번길 11-3  (연무동, 유천프라자)",경기도 수원시 장안구 연무동 21,37.29793904,127.028449,9,031-251-5554,,66,1990-02-12,1991-01-10,2022-07-05
유천프라자 나동,"경기도 수원시 장안구 창훈로66번길 12  (연무동, 유천빌라)",경기도 수원시 장안구 연무동 21-5,37.2979343,127.0290533,6,,,34,1990-05-10,1991-03-07,2022-07-05
장미연립,"경기도 수원시 영통구 산남로 74  (매탄동, 장미연립)",경기도 수원시 영통구 매탄동 111-165,37.2698707,127.0496987,4,,,136,1991-01-04,1991-11-30,2022-07-05
기산,"경기도 수원시 장안구 송정로76번길 45  (정자동, 기산아파트)",경기도 수원시 장안구 정자동 67-1,37.29434683,127.0072298,12,031-254-1372,,134,1990-09-20,1992-03-31,2022-07-05
파장현대,"경기도 수원시 장안구 파장천로44번길 87  (파장동, 현대아파트)",경기도 수원시 장안구 파장동 622,37.30787161,127.0004617,6,031-253-3261,031-243-3261,225,1991-05-07,1992-04-30,2022-07-05
영화태영,"경기도 수원시 장안구 영화로25번길 22 (영화동, 태영아파트)",경기도 수원시 장안구 영화동 418,37.28904192,127.0080099,10,031-252-8735,031-252-8735,117,1991-08-07,1992-12-26,2022-07-05
효원연립,"경기도 수원시 영통구 인계로 254  (매탄동, 효원아파트)",경기도 수원시 영통구 매탄동 873,37.26380934,127.0446248,4,,,61,,1993-05-20,2022-07-05
삼호연립,"경기도 수원시 영통구 매탄로 151  (매탄동, 삼호그랜드빌라)",경기도 수원시 영통구 매탄동 883,37.26429582,127.0441067,4,,,37,,1993-08-27,2022-07-05
선우장미연립,"경기도 수원시 영통구 동수원로 491-11  (매탄동, 장미빌라)",경기도 수원시 영통구 매탄동 101-56,37.27175471,127.0429421,4,,,88,,1994-03-02,2022-07-05
인계 선경2차,"경기도 수원시 팔달구 권광로 318  (인계동, 선경2차아파트)",경기도 수원시 팔달구 인계동 158-30,37.27545192,127.0377473,10,031-212-7053,031-212-7053,90,1993-04-30,1994-09-03,2022-07-05
연무목화,"경기도 수원시 장안구 창훈로 57-11  (연무동, 목화아파트)",경기도 수원시 장안구 연무동 214,37.29679624,127.0299732,9,031-252-9440,,112,1993-06-02,1994-09-29,2022-07-05
백자,"경기도 수원시 영통구 매영로 110  (매탄동, 백자 아파트)",경기도 수원시 영통구 매탄동 1217-5,37.26683139,127.054212,5,,,120,,1994-12-15,2022-07-05
무진아파트,"경기도 수원시 장안구 파장천로26번길 54  (파장동, 무진아파트)",경기도 수원시 장안구 파장동 597-18,37.30645488,126.9974917,7,,,70,1993-08-10,1994-12-24,2022-07-05
대동하이츠타운,"경기도 수원시 영통구 매영로 69 (매탄동,대동하이츠타운)",경기도 수원시 영통구 매탄동 1216-1,37.26869071,127.049874,4,,,87,1994-06-16,1995-04-29,2022-07-05
영광,"경기도 수원시 장안구 만석로 250-9  (송죽동, 영광아파트)",경기도 수원시 장안구 송죽동 86-1,37.30804535,127.0040205,17,031-252-5324,,139,1995-03-30,1995-05-17,2022-07-05
인계신미주,"경기도 수원시 팔달구 권광로276번길 45  (인계동, 신미주아파트)",경기도 수원시 팔달구 인계동 375-7,37.27246207,127.0377975,11,031-216-9751,031-217-9751,113,1993-05-03,1995-05-26,2022-07-05
연무청호,"경기도 수원시 장안구 창훈로20번길 30  (연무동, 청호아파트)",경기도 수원시 장안구 연무동 244-1,37.29412456,127.0324064,9,031-255-4156,,72,1994-09-16,1995-09-18,2022-07-05
장안,"경기도 수원시 팔달구 장다리로 269  (인계동, 장안아파트)",경기도 수원시 팔달구 인계동 261-1,37.27362098,127.0269795,18,031-232-3387,,102,1994-07-23,1995-12-06,2022-07-05
파장동진,"경기도 수원시 장안구 수일로 13  (파장동, 동진아파트)",경기도 수원시 장안구 파장동 213-5,37.31138096,126.9933867,10,031-253-6871,,81,,1995-12-24,2022-07-05
화성아파트,"경기도 수원시 장안구 경수대로878번길 9-6  (조원동, 화성아파트)",경기도 수원시 장안구 조원동 761-5,37.29942583,127.0131604,12,,,79,,1996-09-25,2022-07-05
효자마을 삼호,경기도 수원시 팔달구 세지로314번길 17-19,경기도 수원시 팔달구 지동 138-24,37.28012554,127.0251221,10~11,031-257-3890,,89,1994-04-18,1995-11-01,2022-07-05
