ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MANAGE_NO,FLAG_NM,TY_NM,PARKNG_SPCE_CO,MANAGE_FLAG_NM,UTILIIZA_LMTT_FLAG_NM,WKDAY_NM,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,UTILIIZA_CHRGE_CN,BASS_TIME,BASS_PRICE,ADIT_UNIT_TIME,ADIT_UNIT_PRICE,ONE_DAY_PARKNG_VLM_TIME,ONE_DAY_PARKNG_VLM_PRICE,MT_FDRM_PRICE,SETLE_MTH_CN,ADIT_DC,MANAGE_INSTT_NM,TEL_NO,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,PROVD_INSTT_NM1,PROVD_INSTT_NM2,RDNMADR_NM1,RDNMADR_NM2,RDNMADR_NM3,RDNMADR_NM4,RDNMADR_NM5,sigu_name
KC490PC22N010065,장소,주차장,야탑동 제1,경기도,성남시 분당구,4113510700,야탑동,4113564000,야탑3동,4.11E+11,경기도 성남시 분당구 야탑로 337,13509,다사695343,127.1554062,37.40748884,206-2-000001,공영,노외,140,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,200,10,100,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,분당구,야탑로,337,성남시 분당구
KC490PC22N010066,장소,주차장,야탑 제2환승,경기도,성남시 분당구,4113510700,야탑동,4113562000,야탑1동,4.11E+11,경기도 성남시 분당구 성남대로 919,13497,다사670348,127.1281653,37.4117563,206-2-000003,공영,노외,126,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,0,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,분당구,성남대로,919,성남시 분당구
KC490PC22N010067,장소,주차장,점골,경기도,성남시 분당구,4113510500,서현동,4113559000,서현2동,4.11E+11,경기도 성남시 분당구 불정로 419,13578,다사681309,127.1399836,37.37694545,206-2-000005,공영,노외,202,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,분당구,불정로,419,성남시 분당구
KC490PC22N010068,장소,주차장,정자역환승,경기도,성남시 분당구,4113510300,정자동,4113555000,정자1동,4.11E+11,경기도 성남시 분당구 성남대로331번길 6,13558,다사652297,127.1073292,37.36575281,206-2-000007,공영,노외,208,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,0,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,분당구,성남대로331번길,6,성남시 분당구
KC490PC22N010069,장소,주차장,금곡동,경기도,성남시 분당구,4113511100,금곡동,4113566200,금곡동,4.11E+11,경기도 성남시 분당구 성남대로171번길 17,13615,다사651280,127.106861,37.35086189,206-2-000009,공영,노외,82,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,분당구,성남대로171번길,17,성남시 분당구
KC490PC22N010070,장소,주차장,정왕동49블럭 노상,경기도,시흥시,4139013200,정왕동,4139059100,정왕1동,4.14E+11,경기도 시흥시 중심상가로 201-9,15066,다사324275,,,224-1-000016,공영,노상,185,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,중심상가로,201-9,,시흥시 중심상가로
KC490PC22N010071,장소,주차장,정왕우체국 노상,,,,,,,,,,,,,224-1-000018,공영,노상,115,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010072,장소,주차장,정왕4동상업지역 노상,경기도,시흥시,4139013200,정왕동,4139059400,정왕4동,4.14E+11,경기도 시흥시 함송로13번길 6-13,15020,다사319297,,,224-1-000020,공영,노상,182,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,함송로13번길,06월 13일,,시흥시 함송로13번길
KC490PC22N010073,장소,주차장,신현동(임시) 노상,경기도,시흥시,4139010400,포동,4139053100,신현동,4.14E+11,경기도 시흥시 시흥대로789번길 6-3,14957,다사370345,,,224-1-000022,공영,노상,55,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,시흥대로789번길,06월 03일,,시흥시 시흥대로789번길
KC490PC22N010074,장소,주차장,스마트허브 노상(옥구천로),,,,,,,,,,,,,224-1-000024,공영,노상,180,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010075,장소,주차장,오이도 생산 기술연구원 앞 노상,,,,,,,,,,,,,224-1-000026,공영,노상,58,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010076,장소,주차장,은행동 제7,경기도,성남시 중원구,4113310400,은행동,4113356000,은행2동,4.11E+11,경기도 성남시 중원구 은행로 32번길 5,13160,다사703395,127.1649792,37.45454493,205-2-000018,공영,노외,104,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,중원구,은행로,32번길,성남시 중원구
KC490PC22N010077,장소,주차장,은행동 제9,경기도,성남시 중원구,4113310400,은행동,4113356000,은행2동,4.11E+11,경기도 성남시 중원구 은이로63번길 8,13154,다사707397,127.1698302,37.45661039,205-2-000020,공영,노외,134,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,중원구,은이로63번길,8,성남시 중원구
KC490PC22N010078,장소,주차장,은행1,경기도,성남시 중원구,4113310400,은행동,4113355000,은행1동,4.11E+11,경기도 성남시 중원구 자혜로 55,13162,다사703392,127.1649507,37.4515464,205-2-000022,공영,노외,152,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,중원구,자혜로,55,성남시 중원구
KC490PC22N010079,장소,주차장,중앙동 제1,경기도,성남시 중원구,4113313200,중앙동,4113352500,중앙동,4.11E+11,경기도 성남시 중원구 희망로 443,13249,다사696384,127.1571594,37.44437414,205-2-000024,공영,노외,252,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,중원구,희망로,443,성남시 중원구
KC490PC22N010080,장소,주차장,중앙동 제3,경기도,성남시 중원구,4113310500,상대원동,4113352500,중앙동,4.11E+11,경기도 성남시 중원구 희망로367번길 38 인근,13394,다사694377,127.1543452,37.43869425,205-2-000026,공영,노외,114,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,400,10,200,24,6000,60000,신용카드,"경차, 장애인 차량 50프로 할인 등",성남도시개발공사 노외주차처,,2022-11-17,3780000,경기도 성남시,20221117,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221117,경기도,성남시,경기도,성남시,중원구,희망로367번길,38,성남시 중원구
KC490PC22N010081,장소,주차장,나눔 제50호,,,,,,,,,,,,,224-2-000109,공영,노외,10,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010082,장소,주차장,나눔 제52호,,,,,,,,,,,,,224-2-000111,공영,노외,13,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010083,장소,주차장,은계P5,,,,,,,,,,,,,224-2-000113,공영,노외,17,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010084,장소,주차장,장현P20,,,,,,,,,,,,,224-2-000115,공영,노외,73,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010085,장소,주차장,MTV P14 임시주차장,,,,,,,,,,,,,224-2-000117,공영,노외,80,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010086,장소,주차장,MTV P17 임시주차장,,,,,,,,,,,,,224-2-000119,공영,노외,39,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010087,장소,주차장,나눔 제50호,,,,,,,,,,,,,224-2-000121,공영,노외,10,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010088,장소,주차장,나눔 제52호,,,,,,,,,,,,,224-2-000123,공영,노외,13,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010089,장소,주차장,나눔 제54호,,,,,,,,,,,,,224-2-000125,공영,노외,38,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010090,장소,주차장,나눔 제56호,,,,,,,,,,,,,224-2-000127,공영,노외,8,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010091,장소,주차장,은행동순환로 노상,경기도,시흥시,4139010100,대야동,4139051000,대야동,4.14E+11,경기도 시흥시 은행로173번길 9,14914,다사378387,,,224-1-000011,공영,노상,53,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,은행로173번길,9,,시흥시 은행로173번길
KC490PC22N010092,장소,주차장,정왕동주거지역내 노상,경기도,시흥시,4139013200,정왕동,4139059100,정왕1동,4.14E+11,경기도 시흥시 봉우재로23번안길 3-2,15056,다사328276,,,224-1-000013,공영,노상,496,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,봉우재로23번안길,03월 02일,,시흥시 봉우재로23번안길
KC490PC22N010094,장소,주차장,은계 제3공영,,,,,,,,,,,,,224-2-000046,공영,노외,72,1,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,800,10,300,12,8000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010095,장소,주차장,은행근린공원,,,,,,,,,,,,,224-2-000048,공영,노외,84,3,미시행,평일+토요일+공휴일,10:00,20:00,10:00,20:00,10:00,20:00,유료,30,300,10,100,12,3000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010096,장소,주차장,신천사회주택,,,,,,,,,,다사365385,126.7829397,37.44410614,224-2-000050,공영,노외,60,3,미시행,평일+토요일+공휴일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010097,장소,주차장,은계 P1,,,,,,,,,,,,,224-2-000052,공영,노외,31,1,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,800,10,300,12,8000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010098,장소,주차장,복지로3,,,,,,,,,,,,,224-2-000054,공영,노외,132,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,20,12,5000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010099,장소,주차장,48블록,,,,,,,,,,다사322278,126.7349813,37.34725425,224-1-000002,공영,노상,97,2,미시행,평일+토요일+공휴일,13:00,21:00,13:00,21:00,13:00,21:00,유료,30,500,10,200,,,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010100,장소,주차장,51블록,,,,,,,,,,다사334269,126.7483229,37.33887103,224-1-000004,공영,노상,84,2,미시행,평일+토요일+공휴일,13:00,21:00,13:00,21:00,13:00,21:00,유료,30,500,10,200,,,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010101,장소,주차장,삼미시장,경기도,시흥시,4139010200,신천동,4139052000,신천동,4.14E+11,경기도 시흥시 삼미시장2길 39,14948,다사366381,,,224-1-000006,공영,노상,92,2,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,30,500,10,200,,,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,삼미시장2길,39,,시흥시 삼미시장2길
KC490PC22N010102,장소,주차장,오이도,경기도,시흥시,4139013200,정왕동,4139059200,정왕2동,4.14E+11,경기도 시흥시 서촌상가3길 17,15036,다사321278,,,224-1-000008,공영,노상,324,2,미시행,평일+토요일+공휴일,10:00,20:00,10:00,20:00,10:00,20:00,유료,30,500,10,200,,,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,서촌상가3길,17,,시흥시 서촌상가3길
KC490PC22N010103,장소,주차장,정왕제3 노외,경기도,시흥시,4139013200,정왕동,4139059100,정왕1동,4.14E+11,경기도 시흥시 역전로 21,15060,다사339268,,,224-2-000056,공영,노외,334,기타,미시행,평일+토요일+공휴일,12:00,11:59,12:00,11:59,12:00,11:59,무료,0,0,,,,,,,,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,역전로,21,,시흥시 역전로
KC490PC22N010104,장소,주차장,국민체육센터,경기도,시흥시,4139011900,하중동,4139063000,연성동,4.14E+11,경기도 시흥시 연성로29번길 14-1,14976,다사385327,,,224-2-000023,공영,노외,29,2,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,연성로29번길,01월 14일,,시흥시 연성로29번길
KC490PC22N010105,장소,주차장,거모중앙,경기도,시흥시,4683025026,거모동,4683025000,군자동,4.14E+11,경기도 시흥시 군자로481번길 5,15068,다사366278,,,224-2-000025,공영,노외,86,2,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,군자로481번길,5,,시흥시 군자로481번길
KC490PC22N010106,장소,주차장,목감2,,,,,,,,,,,,,224-2-000027,공영,노외,33,2,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,30,500,10,200,12,5000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010107,장소,주차장,목감4,,,,,,,,,,,,,224-2-000029,공영,노외,42,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010108,장소,주차장,신천2교,경기도,시흥시,4139010200,신천동,4139052000,신천동,4.14E+11,경기도 시흥시 신천천동로 57-1,14949,다사364376,,,224-2-000031,공영,노외,44,3,미시행,평일+토요일+공휴일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,신천천동로,Jan-57,,시흥시 신천천동로
KC490PC22N010109,장소,주차장,배곧 제1공영,,,,,,,,,,,,,224-2-000033,공영,노외,103,3,미시행,평일+토요일+공휴일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010110,장소,주차장,배곧 제3공영,,,,,,,,,,,,,224-2-000035,공영,노외,57,3,미시행,평일+토요일+공휴일,9:00,18:00,9:00,18:00,9:00,18:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010111,장소,주차장,배곧 제5공영,,,,,,,,,,다사314312,126.7257497,37.37739986,224-2-000037,공영,노외,59,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010112,장소,주차장,배곧 제7공영,,,,,,,,,,,,,224-2-000039,공영,노외,69,2,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010113,장소,주차장,배곧 제9공영,,,,,,,,,,다사315302,126.7268071,37.36864932,224-2-000041,공영,노외,60,1,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,800,10,300,12,8000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010114,장소,주차장,배곧 제11공영,,,,,,,,,,,,,224-2-000043,공영,노외,93,1,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,800,10,300,12,8000,,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,,,,,,시흥시 
KC490PC22N010116,장소,주차장,군서초교,경기도,시흥시,4139013200,정왕동,4139058900,정왕본동,4.14E+11,경기도 시흥시 역전로 203-1,15052,다사334279,126.7483237,37.34810627,224-2-000004,공영,노외,601,3,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,역전로,203-1,,시흥시 역전로
KC490PC22N010117,장소,주차장,정왕역,경기도,시흥시,4139013200,정왕동,4139058900,정왕본동,4.14E+11,경기도 시흥시 역전로 232,15048,다사331282,126.7453394,37.35071424,224-2-000006,공영,노외,81,2,미시행,평일+토요일+공휴일,8:00,20:00,8:00,20:00,8:00,20:00,유료,30,500,10,200,12,5000,50000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,역전로,232,,시흥시 역전로
KC490PC22N010118,장소,주차장,장곡농협,경기도,시흥시,4139013000,장곡동,4139063100,장곡동,4.14E+11,경기도 시흥시 장곡로49번길 15,15002,다사365312,126.7835234,37.3781009,224-2-000008,공영,노외,36,3,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,300,10,100,12,3000,30000,신용카드,경차60프로/ 장애인 차량50프로할인,시흥도시공사,031-488-6827,2022-12-01,4010000,경기도 시흥시,20221201,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221201,경기도,시흥시,경기도,시흥시,장곡로49번길,15,,시흥시 장곡로49번길
